,Company,Date Joined,Industry,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November)
805,Sunbit,2021-05-20,Fintech,Los Angeles,North America,2016,$210M,1.0,"Zeev Ventures, Group11, Chicago Ventures",1.1,"Zeev Ventures, Group11, Chicago Ventures"
806,TangoMe,2014-03-20,Mobile & telecommunications,Mountain View,North America,2009,$361M,3.397312859884837,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",1.1,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
807,The Bank of London,2021-11-30,Fintech,London,Europe,2018,$90M,3.397312859884837,"Mangrove Capital Partners,14W, ForgeLight",1.1,"Mangrove Capital Partners,14W. ForgeLight"
808,Zego,2021-03-09,Fintech,London,Europe,2016,$202M,1.0,"LocalGlobe, Balderton Capital, Target Global",1.1,"LocalGlobe, Balderton Capital, Target Global"
809,Nxin,2018-09-18,Internet software & services,Beijing,Asia,2015,$53M,1.0,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",1.08,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
810,Mamaearth,2021-12-28,E-commerce & direct-to-consumer,Gurgaon,Asia,2016,$111M,3.397312859884837,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",1.07,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
811,Radius Payment Solutions,2017-11-27,Fintech,Crewe,Europe,1990,$200M,3.397312859884837,Inflexion Private Equity,1.07,Inflexion Private Equity
812,Rivigo,2019-07-11,"Supply chain, logistics, & delivery",Gurgaon,Asia,2014,$247M,1.0,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",1.07,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
813,MobileCoin,2021-07-07,Fintech,San Francisco,North America,2018,$107M,1.0,"General Catalyst, Future Ventures, AU21",3.1652201257861634,"General Catalyst, Future Ventures, AU21"
814,Density,2021-11-10,Hardware,San Francisco,North America,2014,$217M,1.0,"Founders Fund, Upfront Ventures, 01 Advisors",1.05,"Founders Fund, Upfront Ventures, 01 Advisors"
815,Instabase,2019-10-21,Data management & analytics,San Francisco,North America,2015,$132M,3.397312859884837,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",1.05,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
816,Jiuxian,2015-07-30,E-commerce & direct-to-consumer,Beijing,Asia,2009,$250M,3.397312859884837,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",1.05,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
817,Matrixport,2021-06-01,Fintech,,Asia,2019,$100M,1.0,"Dragonfly Captial, Qiming Venture Partners, DST Global",3.1652201257861634,"Dragonfly Captial, Qiming Venture Partners, DST Global"
818,Mixpanel,2021-11-15,Internet software & services,San Francisco,North America,2009,$277M,3.397312859884837,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",1.05,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
819,Sendbird,2021-04-06,Mobile & telecommunications,San Mateo,North America,2013,$221M,1.0,"FundersClub, Y Combinator, Tiger Global Management",3.1652201257861634,"FundersClub, Y Combinator, Tiger Global Management"
820,OrCam Technologies,2018-02-20,Artificial intelligence,Jerusalem,Asia,2010,$86M,3.397312859884837,"Intel Capital, Aviv Venture Capital",1.03,"Intel Capital, Aviv Venture Capital"
821,Leap Motor,2018-11-20,Auto & transportation,Hangzhou,Asia,2015,$1B,3.397312859884837,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",1.01,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
822,1KMXC,2021-08-30,Hardware,Hangzhou,Asia,2014,$86M,3.397312859884837,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",1.0,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
823,58 Daojia,2015-10-12,Internet software & services,Beijing,Asia,2014,$300M,3.397312859884837,"KKR, Alibaba Group, Ping An Insurance",1.0,"KKR, Alibaba Group, Ping An Insurance"
824,Agile Robots,2021-09-09,Hardware,Munich,Europe,2018,$240M,3.397312859884837,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",1.0,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
825,Aibee,2021-04-13,Artificial intelligence,Beijing,Asia,2017,$273M,1.0,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",1.0,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
826,Aircall,2021-06-23,Internet software & services,New York,North America,2014,$226M,1.0,"Balderton Capital, Next World Capital, Draper Esprit",1.0,"Balderton Capital, Next World Capital, Draper Esprit"
827,Ajaib,2021-10-04,Fintech,Jakarta,Asia,2018,$245M,3.397312859884837,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",1.0,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
828,Alto Pharmacy,2020-01-30,Health,San Francisco,North America,2015,$524M,3.397312859884837,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",1.0,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
829,Amagi,2022-03-16,Internet software & services,Bengaluru,Asia,2008,$240M,3.397312859884837,"Mayfield, Accel, Norwest Venture Partners",1.4,"Mayfield, Accel, Norwest Venture Partners"
830,Amount,2021-05-17,FinTech,Chicago,North America,2019,$243M,1.0,"Invus Group, Hanaco Venture Capital, WestCap Group",3.1652201257861634,"Invus Group, Hanaco Venture Capital, WestCap Group"
831,Amperity,2021-07-13,Artificial intelligence,Seattle,North America,2016,$187M,3.397312859884837,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",1.0,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
832,Anyscale,2021-12-07,Artificial Intelligence,Berkeley,North America,2019,$160M,3.397312859884837,"Andreessen Horowitz, Intel Capital, Foundation Capital",1.0,"Andreessen Horowitz, Intel Capital, Foundation Capital"
833,Aptos,2022-03-15,Internet software & services,Palo Alto,North America,2021,$200M,1.0,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1.0,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
834,Aqua Security,2021-03-10,Cybersecurity,Ramat Gan,Asia,2015,$265M,3.397312859884837,"TLV Partners, Lightspeed Venture Partners, M12",1.0,"TLV Partners, Lightspeed Venture Partners, M12"
835,Assembly,2021-09-21,Internet software & services,Culver City,North America,2019,Unknown,3.397312859884837,"Advent International, PSG, Providence Equity Partners",1.0,"Advent International, PSG, Providence Equity Partners"
836,Assent,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,North America,2010,$534M,1.0,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",3.1652201257861634,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
837,Augury,2021-10-26,Artificial intelligence,New York,North America,2011,$294M,1.0,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",3.1652201257861634,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
838,Axelar,2022-02-15,Internet software & services,Waterloo,North America,2020,$64M,1.0,"Lemniscap VC, North Island Ventures, Polychain Capital",3.1652201257861634,"Lemniscap VC, North Island Ventures, Polychain Capital"
839,Axiom Space,2021-02-16,Other,Houston,North America,2016,$150M,3.397312859884837,"C5 Capital, Hemisphere Ventures, The Venture Collective",1.0,"C5 Capital, Hemisphere Ventures, The Venture Collective"
840,Banma Network Technologies,2018-09-13,Auto & transportation,Shanghai,Asia,2015,$697M,3.397312859884837,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",1.0,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
841,BeiBei,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,Asia,2011,$224M,3.397312859884837,"Banyan Capital, New Horizon Capital, IDG Capital Partners",1.0,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
842,Berlin Brands Group,2021-09-01,E-commerce & direct-to-consumer,Berlin,Europe,2005,$800M,1.0,"Ardian, Bain Capital",3.1652201257861634,"Ardian, Bain Capital"
843,Betterfly,2022-02-01,Artificial intelligence,Santiago,South America,2018,$205M,1.0,"QED Investors, DST Global, Endeavor",1.0,"QED Investors, DST Global, Endeavor"
844,BitFury,2018-11-06,Hardware,Amsterdam,Europe,2011,$170M,3.397312859884837,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",1.0,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
845,BlackBuck,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,Asia,2015,$352M,3.397312859884837,"Accel, Sands Capital, International Finance Corporation",1.0,"Accel, Sands Capital, International Finance Corporation"
846,Bluecore,2021-08-05,Artificial intelligence,New York,North America,2013,$238M,3.397312859884837,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",1.0,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
847,BlueVoyant,2022-02-23,Cybersecurity,New York,North America,2017,$526M,3.397312859884837,"8VC, Liberty Strategic Capital, Eden Global Partners",1.0,"8VC, Liberty Strategic Capital, Eden Global Partners"
848,bolttech,2021-07-01,Fintech,,Asia,2018,$210M,1.0,"Mundi Ventures, Doqling Capital Partners, Activant Capital",1.5,"Mundi Ventures, Doqling Capital Partners, Activant Capital"
849,Boom Supersonic,2020-12-16,Other,Englewood,North America,2014,$241M,3.397312859884837,"WRVI Capital, Caffeinated Capital, Y Combinator",1.0,"WRVI Capital, Caffeinated Capital, Y Combinator"
850,Bringg,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Asia,2013,$185M,3.397312859884837,"Salesforce Ventures, next47, Pereg Ventures",1.0,"Salesforce Ventures, next47, Pereg Ventures"
851,C2FO,2019-08-07,Fintech,Leawood,North America,2008,$538M,3.397312859884837,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",1.0,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
852,Cadence,2021-12-14,Health,New York,North America,2020,$141M,3.397312859884837,"Thrive Capital, General Catalyst, Coatue Management",1.0,"Thrive Capital, General Catalyst, Coatue Management"
853,CAIS,2022-01-11,Fintech,New York,North America,2009,$406M,3.397312859884837,"Franklin Templeton, Motive Partners, Apollo Global Management",1.1,"Franklin Templeton, Motive Partners. Apollo Global Management"
854,Cameo,2021-03-30,Internet software & services,Chicago,North America,2016,$165M,1.0,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",3.1652201257861634,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
855,Capsule,2021-04-28,Health,New York,North America,2016,$570M,3.397312859884837,"Thrive Capital, Durable Capital Partners, G Squared",1.0,"Thrive Capital, Durable Capital Partners, G Squared"
856,CargoX,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,South America,2015,$390M,1.0,"Valor Capital Group, Lightrock, Softbank Group",1.0,"Valor Capital Group, Lightrock, Softbank Group"
857,Carro,2021-06-14,E-commerce & direct-to-consumer,,Asia,2015,$595M,1.0,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",3.1652201257861634,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
858,Carson Group,2021-07-14,Fintech,Lincoln,North America,2012,Unknown,3.397312859884837,Bain Capital,1.0,Bain Capital
859,CHEQ,2022-02-22,Cybersecurity,New York,North America,2014,$182M,1.0,"Battery Ventures, Tiger Global Management, Hanaco Ventures",3.1652201257861634,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
860,Chronosphere,2021-10-07,Data management & analytics,New York,North America,2019,$254M,3.397312859884837,"Greylock Partners, Lux Capital, General Atlantic",1.0,"Greylock Partners, Lux Capital, General Atlantic"
861,Cider,2021-09-02,E-commerce & direct-to-consumer,,Asia,2020,$140M,3.397312859884837,"Andreessen Horowitz, DST Global, IDG Capital",1.0,"Andreessen Horowitz, DST Global, IDG Capital"
862,Clara,2021-12-06,Fintech,Mexico City,North America,2020,$109M,1.0,"DST Global, General Catalyst, Monashees+",3.1652201257861634,"DST Global, General Catalyst, Monashees+"
863,Clearcover,2021-04-13,Fintech,Chicago,North America,2016,$305M,1.0,"American Family Ventures, Cox Enterprises, OMERS Ventures",1.0,"American Family Ventures, Cox Enterprises, OMERS Ventures"
864,CommerceIQ,2022-03-21,Artificial Intelligence,Palo Alto,North America,2012,$196M,1.0,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",3.1652201257861634,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
865,Contrast Security,2021-11-09,Cybersecurity,Los Altos,North America,2014,$269M,1.0,"Acero Capital, General Catalyst, M12",1.0,"Acero Capital, General Catalyst, M12"
866,Darwinbox,2022-01-25,Internet software & services,Hyderabad,Asia,2015,$107M,1.0,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",3.1652201257861634,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
867,Dental Monitoring,2021-10-21,Health,Paris,Europe,2014,$232M,3.397312859884837,"Vitruvian Partners, Merieux Equity Partners, Straumann",1.0,"Vitruvian Partners, Merieux Equity Partners, Straumann"
868,DianRong,2017-08-02,E-commerce & direct-to-consumer,Shanghai,Asia,2012,$549M,1.0,"Standard Chartered, FinSight Ventures, Affirma Capital",3.1652201257861634,"Standard Chartered, FinSight Ventures, Affirma Capital"
869,Drata,2021-11-08,Cybersecurity,San Diego,North America,2020,$128M,3.397312859884837,"Cowboy Ventures, Leaders Fund, GGV Capital",1.0,"Cowboy Ventures, Leaders Fund, GGV Capital"
870,DriveNets,2021-01-27,Internet software & services,Ra'anana,Asia,2015,$325M,3.397312859884837,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2.5,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
871,Dune Analytics,2022-02-02,Data management and analytics,Oslo,Europe,2018,$79M,3.397312859884837,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",1.0,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
872,Dxy.cn,2018-04-10,Health,Hangzhou,Asia,2000,$682M,1.0,"Tencent Holdings, DCM Ventures",1.0,"Tencent Holdings, DCM Ventures"
873,EBANX,2019-10-16,Fintech,Curitiba,South America,2012,$460M,1.0,"FTV Capital, Endeavor",1.0,"FTV Capital, Endeavor"
874,EcoFlow,2021-06-10,Hardware,Shenzhen,Asia,2017,$105M,3.397312859884837,"Delian Capital, China International Capital Corporation, Sequoia Capital China",1.0,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
875,Electric,2022-03-29,Cybersecurity,New York,North America,2016,$209M,1.0,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",3.1652201257861634,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
876,Emerging Markets Property Group,2020-04-28,Other,Dubai,Asia,2015,$279M,1.0,"OLX Group, KCK Group, EXOR Seeds",3.1652201257861634,"OLX Group, KCK Group, EXOR Seeds"
877,Esusu,2022-01-27,Fintech,New York,North America,2015,$145M,3.397312859884837,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",1.0,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
878,Evidation,2021-03-22,Health,San Mateo,North America,2012,$259M,3.397312859884837,"B Capital Group,, GE Ventures, McKesson Ventures",1.0,"B Capital Group,, GE Ventures, McKesson Ventures"
879,Expel,2021-11-18,Cybersecurity,Herndon,North America,2016,$258M,3.397312859884837,"Paladin Capital Group, Greycroft, Scale Venture Partners",1.0,"Paladin Capital Group, Greycroft, Scale Venture Partners"
880,Fabric,2021-10-26,"Supply chain, logistics, & delivery",New York,North America,2015,$294M,3.397312859884837,"Innovation Endeavors, Aleph, Temasek",1.5,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
881,Fabric,2021-10-26,"Supply chain, logistics, & delivery",New York,North America,2015,$294M,1.0,"Innovation Endeavors, Aleph, Temasek",1.0,"Innovation Endeavors, Aleph, Temasek"
882,Feedzai,2021-03-24,Artificial intelligence,San Mateo,North America,2009,$277M,1.0,"Global Founders Capital, Shea Ventures, Greycroft",3.1652201257861634,"Global Founders Capital, Shea Ventures, Greycroft"
883,Fever Labs,2022-01-26,Internet software & services,New York,North America,2012,$299M,3.397312859884837,"Accel, 14W, GS Growth",1.0,"Accel, 14W, GS Growth"
884,Fiture,2021-04-14,Health,Chengdu,Asia,2019,$391M,1.0,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",3.1652201257861634,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
885,FLASH,2022-03-16,Fintech,Austin,North America,2011,$314M,3.397312859884837,"L Catterton, Trellis Partners, Vista Equity Partners",1.0,"L Catterton, Trellis Partners, Vista Equity Partners"
886,Flash Express,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Asia,2017,$350M,1.0,"SCB 10X, Krungsri Finnovate, eWTP Capital",1.0,"SCB 10X, Krungsri Finnovate, eWTP Capital"
887,FlashEx,2018-08-27,"Supply chain, logistics, & delivery",Beijing,Asia,2014,$359M,1.0,"Prometheus Capital, Matrix Partners China, JD Capital Management",1.0,"Prometheus Capital, Matrix Partners China, JD Capital Management"
888,Fractal Analytics,2022-01-05,Data management & analytics,Mumbai,Asia,2000,$685M,3.397312859884837,"TPG Capital, Apax Partners, TA Associates",1.0,"TPG Capital, Apax Partners, TA Associates"
889,Freshbooks,2021-08-10,Fintech,Toronto,North America,2004,$156M,3.397312859884837,"Accomplice, Oak Investment Partners, Georgian Partners",1.0,"Accomplice, Oak Investment Partners, Georgian Partners"
890,FXiaoKe,2015-07-02,Mobile & telecommunications,Beijing,Asia,2011,$283M,3.397312859884837,"IDG Capital, Northern Light Venture Capital, DCM Ventures",1.0,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
891,Gauntlet Networks,2022-03-07,Fintech,New York,North America,2018,$45M,3.397312859884837,"Polychain Capital, Paradigm, Ribbit Capital",1.0,"Polychain Capital, Paradigm, Ribbit Capital"
892,Geek+,2018-11-21,Hardware,Beijing,Asia,2015,$439M,3.397312859884837,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",2.0,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
893,Gelato,2021-08-16,E-commerce & direct-to-consumer,Oslo,Europe,2007,$269M,3.397312859884837,"Greylock Partners, Google Ventures, BlackRock",1.0,"Greylock Partners, Google Ventures, BlackRock"
894,Glia,2022-03-21,Fintech,New York,North America,2012,$152M,1.0,"Wildcat Capital Management, Insight Partners, Tola Capital",3.1652201257861634,"Wildcat Capital Management, Insight Partners, Tola Capital"
895,GO1,2021-07-19,Internet software & services,Brisbane,Oceania,2015,$284M,3.397312859884837,"Y Combinator, M12, SEEK",1.0,"Y Combinator, M12, SEEK"
896,Groq,2021-04-14,Artificial intelligence,Mountain View,North America,2016,$362M,1.0,"TDK Ventures, Social Capital, D1 Capital Partners",1.0,"TDK Ventures, Social Capital, D1 Capital Partners"
897,Hailo,2021-10-12,Artificial intelligence,Tel Aviv,Asia,2017,$221M,3.397312859884837,"Glory Ventures, Maniv Mobility",1.0,"Glory Ventures, Maniv Mobility"
898,Haomao.AI,2021-12-22,Artificial Intelligence,Beijing,Asia,2019,$157M,3.397312859884837,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",1.0,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
899,Hasura,2022-02-22,Internet software & services,Bengaluru,Asia,2017,$137M,3.397312859884837,"Nexus Venture Partners, Vertex Ventures, STRIVE",1.0,"Nexus Venture Partners, Vertex Ventures, STRIVE"
900,HAYDON,2021-09-24,Consumer & retail,Shanghai,Asia,2020,$100M,1.0,"Tencent Holdings, Hillhouse Capital Management",3.1652201257861634,"Tencent Holdings, Hillhouse Capital Management"
901,Heyday,2021-11-16,E-commerce & direct-to-consumer,Chicago,North America,2017,$800M,3.397312859884837,"Khosla Ventures,General Catalyst, Victory Park Capital",1.0,"Khosla Ventures,General Catalyst, Victory Park Capital"
902,HMD Global,2018-05-21,Mobile & telecommunications,Espoo,Europe,2016,$330M,3.397312859884837,Ginko Ventures,1.0,Ginko Ventures
903,Hotmart,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Europe,2011,$127M,1.0,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",3.1652201257861634,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
904,Huike Group,2018-05-24,Edtech,Beijing,Asia,2010,$302M,3.397312859884837,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",1.0,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
905,Human Interest,2021-08-04,Fintech,San Francisco,North America,2015,$337M,1.0,"Wing Venture Capital, Slow Ventures, Uncork Capital",1.0,"Wing Venture Capital, Slow Ventures, Uncork Capital"
906,Ibotta,2019-08-06,Fintech,Denver,North America,2011,$93M,3.397312859884837,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",1.0,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
907,iCarbonX,2016-04-12,Artificial intelligence,Shenzhen,Asia,2015,$200M,1.0,"Tencent, Vcanbio",1.0,"Tencent, Vcanbio"
908,InFarm,2021-12-16,Other,Berlin,Europe,2013,$600M,1.0,"Atomico, Hanaco Venture Capital, TriplePoint Capital",3.1652201257861634,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
909,Infobip,2020-07-30,Mobile & telecommunications,Vodnjan,Europe,2006,$200M,1.0,One Equity Partners,1.0,One Equity Partners
910,Injective Protocol,2021-04-20,Fintech,New York,North America,2018,$17M,3.397312859884837,"Pantera Capital, Cadenza Ventures, BlockTower Capital",1.0,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
911,Intellifusion,2019-03-22,Artificial intelligence,Shenzhen,Asia,2014,$173M,3.397312859884837,"BOC International, TopoScend Capital, Hongxiu VC",1.0,"BOC International, TopoScend Capital, Hongxiu VC"
912,Interos,2021-07-22,Fintech,Arlington,North America,2005,$135M,1.0,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",3.1652201257861634,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
913,Iodine Software,2021-12-01,Data management & analytics,Austin,North America,2010,Unknown,1.0,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",1.0,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
914,JoyTunes,2021-06-21,Edtech,Tel Aviv,Asia,2011,$92M,1.0,"Genesis Partners, Aleph, Insight Partners",1.0,"Genesis Partners, Aleph, Insight Partners"
915,Kendra Scott,2016-12-21,Consumer & retail,Austin,North America,2002,Unknown,3.397312859884837,"Berkshire Partners, Norwest Venture Partners",1.0,"Berkshire Partners, Norwest Venture Partners"
916,Kitopi,2021-07-01,"Supply chain, logistics, & delivery",Dubai,Asia,2018,$504M,3.397312859884837,"CE-Ventures, BECO Capital, Nordstar",1.55,"CE-Ventures, BECO Capital, Nordstar"
917,KnowBox,2019-05-30,Edtech,Beijing,Asia,2014,$306M,1.0,"TAL Education Group, Legend Star, Alibaba Group",1.0,"TAL Education Group, Legend Star, Alibaba Group"
918,Kopi Kenangan,2021-12-27,Consumer & retail,Jakarta,Asia,2017,$333M,3.397312859884837,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",1.0,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
919,Lamabang,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,Asia,2011,$130M,1.0,"5Y Capital, Matrix Partners China, K2VC",1.0,"5Y Capital, Matrix Partners China, K2VC"
920,LayerZero Labs,2022-03-30,Internet software & services,New York,North America,2021,$143M,3.397312859884837,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1.0,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
921,Lessen,2021-11-30,Internet software & services,Scottsdale,North America,2019,$205M,3.397312859884837,"Khosla Ventures, General Catalyst, Navitas Capital",1.0,"Khosla Ventures, General Catalyst, Navitas Capital"
922,LetsGetChecked,2021-06-07,Health,Dublin,Europe,2015,$263M,3.397312859884837,"Optum Ventures, Qiming Venture Partners, Transformation Capital",1.0,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
923,Licious,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,Asia,2015,$489M,1.0,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",3.1652201257861634,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
924,LinkDoc Technology,2018-07-05,Health,Beijing,Asia,2014,$253M,1.0,"China Investment Corporation, New Enterprise Associates",1.0,"China Investment Corporation, New Enterprise Associates"
925,Locus Robotics,2021-02-17,Hardware,Wilmington,North America,2014,$299M,1.0,"Scale Venture Partners, Bond, Tiger Global Management",1.0,"Scale Venture Partners, Bond, Tiger Global Management"
926,Lookout,2013-10-10,Cybersecurity,San Francisco,North America,2007,$282M,1.0,"Accel Partners, Greylock Partners, Lowercase Capital",3.1652201257861634,"Accel Partners, Greylock Partners, Lowercase Capital"
927,Lydia,2021-12-08,Fintech,Paris,Europe,2011,$263M,1.0,"NewAlpha, XAnge Private Equity, Tencent Holdings",3.1652201257861634,"NewAlpha, XAnge Private Equity, Tencent Holdings"
928,MadeiraMadeira,2021-01-07,E-commerce & direct-to-consumer,Parana,South America,2009,$336M,1.0,"Flybridge Capital Partners, SoftBank Group, Monashees+",1.0,"Flybridge Capital Partners, SoftBank Group, Monashees+"
929,Maimai,2017-11-15,Mobile & telecommunications,Beijing,Asia,2013,$300M,3.397312859884837,"Morningside Venture Capital, IDG Capital, DCM Ventures",1.0,"Morningside Venture Capital, IDG Capital, DCM Ventures"
930,Mammoth Biosciences,2021-09-09,Health,Brisbane,North America,2017,$265M,1.0,"NFX, Plum Alley, Mayfield",3.1652201257861634,"NFX, Plum Alley, Mayfield"
931,Masterworks,2021-10-05,Fintech,New York,North America,2017,$110M,1.0,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1.0,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
932,Maven Clinic,2021-08-17,Health,New York,North America,2014,$202M,3.397312859884837,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",1.0,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
933,MediaMath,2018-07-10,Internet software & services,New York,North America,2007,$325M,3.397312859884837,"Silicon Valley Bank, QED Investors, European Founders Fund",1.0,"Silicon Valley Bank, QED Investors, European Founders Fund"
934,Meero,2019-06-18,Artificial intelligence,Paris,Europe,2016,$293M,1.0,"Aglae Ventures, Global Founders Capital, Alven Capital",3.1652201257861634,"Aglae Ventures, Global Founders Capital, Alven Capital"
935,Mensa Brands,2021-11-16,Other,Bengaluru,Asia,2021,$218M,1.0,"Accel, Falcon Edge Capital, Norwest Venture Partners",1.0,"Accel, Falcon Edge Capital, Norwest Venture Partners"
936,Mia.com,2015-09-08,E-commerce & direct-to-consumer,Beijing,Asia,2011,$232M,3.397312859884837,"Sequoia Capital China, ZhenFund, K2 Ventures",1.0,"Sequoia Capital China, ZhenFund, K2 Ventures"
937,Minio,2022-01-26,Data management & analytics,Palo Alto,North America,2014,$126M,1.0,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",1.0,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
938,Mobvoi,2017-04-06,Consumer & retail,Beijing,Asia,2012,$252M,1.0,"Sequoia Capital China, SIG Asia Investments, ZhenFund",3.1652201257861634,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
